merchant_id,updated_at,currency,balance,balance_type
abc0023564,2024-03-22 22:56:38.62+00,,2497.3399999999965,real
abc0022507,2024-03-14 00:16:53.209+00,,-230704.6162,real
abc0023538,2024-03-22 09:47:11.22+00,,882.3600000000151,real
abc0023525,2023-03-11 00:13:02.997+00,,0.0,test
abc0023637,2023-03-12 00:12:31.899+00,,0.0,test
abc0023639,2023-03-12 00:12:31.976+00,,0.0,test
abc0023661,2023-03-13 00:12:40.314+00,,0.0,test
abc0023680,2023-03-13 00:12:40.924+00,,0.0,test
abc0023689,2023-03-13 07:42:12.365+00,,-3.2326,test
abc0023616,2023-03-23 00:17:41.194+00,,-843.2,real
abc0023709,2023-03-13 20:59:58.647+00,,4.0788,test
abc0023331,2023-03-14 00:13:17.912+00,,0.0,test
abc0023652,2023-03-14 00:13:26.159+00,,0.0,test
abc0023697,2023-03-14 00:13:27.751+00,,0.0,test
abc0023733,2023-03-14 10:35:23.004+00,,1.98,test
abc0023187,2023-04-29 00:11:08.555+00,,-739.53,real
abc0022773,2024-03-22 12:24:36.123+00,,-748292.9785,real
abc0019660,2023-03-15 00:11:24.897+00,,0.0,test
abc0022507,2023-12-27 02:55:23.525+00,,3269.8751,test
abc0023727,2023-03-15 00:13:32.654+00,,0.0,test
abc0023750,2023-03-15 00:13:33.403+00,,0.0,test
abc0019880,2023-07-11 00:21:48.402+00,,-1005308.3124,real
abc0022625,2023-08-17 00:25:00.783+00,,-8599.019,real
abc0023695,2023-04-18 09:35:18.953+00,,-1999.6,real
abc0022494,2023-10-04 09:11:44.833+00,,-1.9295,real
abc0023801,2023-03-15 23:03:21.702+00,,398.5245,test
abc0023794,2023-03-16 00:13:25.243+00,,0.0,test
abc0023736,2023-03-16 08:40:14.803+00,,0.0,real
abc0023543,2023-03-16 11:32:04.752+00,,0.0,real
abc0006439,2023-05-04 21:04:22.382+00,,338.768,real
abc0022538,2023-10-14 21:05:28.946+00,,7.92,real
abc0023807,2023-03-17 00:13:40.32+00,,0.0,test
abc0023811,2023-03-17 00:13:40.461+00,,0.0,real
abc0023823,2023-03-17 00:13:40.861+00,,0.0,test
abc0023063,2023-04-04 01:00:06.897+00,,364.16159999999996,real
abc0023283,2023-03-17 23:21:35.859+00,,0.99,real
abc0023811,2024-01-09 06:39:39.838+00,,186.87079999999997,test
abc0023882,2023-03-18 00:13:31.431+00,,0.0,test
abc0023396,2023-03-19 00:13:02.567+00,,0.0,test
abc0023885,2023-03-19 00:13:16.879+00,,0.0,test
abc0023909,2023-03-19 00:13:17.584+00,,0.0,test
abc0023910,2023-03-19 12:47:23.17+00,,444.487,test
abc0017617,2023-03-20 00:10:09.407+00,,0.0,real
abc0023931,2023-03-20 00:13:30.531+00,,0.0,test
abc0023856,2023-03-24 00:10:51.621+00,,-28.1326,real
abc0023741,2023-08-29 00:13:33.409+00,,-6508.826,real
abc0023551,2023-03-30 19:14:24.251+00,,1.089999999999975,real
abc0023677,2023-03-21 00:13:31.796+00,,0.0,test
abc0023936,2023-03-21 00:13:39.919+00,,0.0,test
abc0023853,2023-06-19 00:22:53.976+00,,-6.885599999999999,real
abc0023855,2023-04-03 00:18:58.987+00,,-27.8243,real
abc0023101,2023-03-29 00:10:25.131+00,,-32.6412,real
abc0016859,2023-07-24 07:11:40.167+00,,340.633,test
abc0020767,2023-03-22 00:12:07.069+00,,0.0,test
abc0022641,2023-03-22 00:13:03.217+00,,0.0,test
abc0023716,2023-03-23 07:10:40.102+00,,-1.0,test
abc0024000,2023-03-22 00:13:46.261+00,,0.0,test
abc0024003,2023-03-23 00:11:06.252+00,,0.0,test
abc0024004,2023-03-23 00:11:06.3+00,,0.0,test
abc0024005,2023-03-23 00:11:06.338+00,,0.0,test
abc0024010,2023-03-23 00:11:06.49+00,,0.0,test
abc0023509,2023-10-10 02:16:27.047+00,,-28454.74,real
abc0022354,2024-03-23 08:49:51.28+00,,48749.47000000003,real
abc0022344,2024-03-22 00:35:57.833+00,,210.8,real
abc0022355,2024-03-18 08:55:12.74+00,,403.9300000000003,real
abc0022360,2024-02-24 00:31:26.544+00,,13.04,real
abc0023815,2024-03-23 08:56:05.574+00,,-202889.9568,real
abc0024008,2023-10-20 00:14:48.61+00,,37.78650000000039,test
abc0024038,2023-03-24 00:10:56.209+00,,0.0,test
abc0024044,2023-03-24 00:10:56.388+00,,0.0,real
abc0022348,2024-03-20 19:53:10.088+00,,88.62,real
abc0022354,2024-01-09 00:34:05.915+00,,4076.8500000000004,test
abc0024008,2024-03-12 13:22:03.226+00,,-11793.174700000001,real
abc0022372,2024-03-21 20:52:54.223+00,,156.87000000000012,real
abc0022773,2023-03-25 00:09:43.081+00,,0.0,test
abc0024058,2023-03-25 00:10:16.341+00,,0.0,test
abc0023098,2023-09-08 14:39:46.565+00,,-16.86,real
abc0022371,2024-03-20 11:33:21.521+00,,138.5400000000002,real
abc0002043,2023-03-26 00:00:53.639+00,,0.0,real
abc0024074,2023-03-26 00:10:30.603+00,,0.0,test
abc0024076,2023-03-26 00:10:30.668+00,,0.0,test
abc0022375,2024-03-21 16:28:39.456+00,,75.76,real
abc0024082,2023-03-27 00:11:10.322+00,,0.0,test
abc0024090,2023-03-27 00:11:10.605+00,,0.0,test
abc0024095,2023-03-27 00:11:10.843+00,,0.0,test
abc0024103,2023-03-27 00:11:11.089+00,,0.0,test
abc0022366,2024-03-10 05:44:41.075+00,,47.68000000000001,real
abc0022624,2023-03-27 07:11:55.751+00,,0.0,real
abc0024114,2023-03-27 11:45:41.174+00,,0.99,test
abc0024061,2023-05-26 09:12:46.683+00,,407.9063,test
abc0023532,2023-11-24 14:55:26.422+00,,0.0,real
abc0022355,2024-03-20 08:50:05.742+00,,0.0,test
abc0023859,2023-03-28 14:45:10.646+00,,2.1384000000000003,real
abc0023536,2023-04-06 21:29:46.081+00,,0.0,real
abc0022394,2023-03-28 13:33:07.443+00,,0.0,real
abc0022349,2024-03-05 18:26:27.659+00,,8.050000000000011,real
abc0023726,2023-07-03 02:01:04.072+00,,-75415.72099999999,real
abc0023969,2023-03-29 00:10:45.628+00,,0.0,real
abc0024158,2023-03-29 00:10:50.672+00,,0.0,test
abc0022374,2023-07-07 05:10:51.63+00,,0.8399999999999999,real
abc0024186,2023-03-29 16:15:54.785+00,,-2.5761000000000003,test
abc0024157,2023-06-26 11:59:13.231+00,,11.9691,test
abc0024197,2023-03-30 00:11:13.608+00,,0.0,test
abc0024207,2023-03-30 07:41:51.259+00,,0.0,real
abc0023570,2023-03-30 08:32:50.217+00,,1.74,real
abc0022382,2023-05-14 18:18:21.135+00,,0.0,test
abc0022382,2024-03-22 10:48:03.846+00,,1145.9100000000003,real
abc0024207,2023-03-31 00:10:53.587+00,,0.0,test
abc0024127,2023-08-24 01:54:01.462+00,,-6182306.85,real
abc0024147,2024-03-11 17:01:52.308+00,,-1084.3400000000001,real
abc0022367,2024-03-20 12:23:33.833+00,,7.530000000000001,real
abc0024030,2023-03-31 18:00:31.342+00,,0.0,real
abc0018819,2023-04-06 14:30:57.939+00,,82.3242,test
abc0023488,2023-04-01 00:10:39.276+00,,0.0,test
abc0024033,2023-04-01 00:10:51.766+00,,0.0,real
abc0024228,2023-04-01 00:10:57.067+00,,0.0,test
abc0024235,2023-04-01 00:10:57.275+00,,0.0,test
abc0024035,2024-01-18 07:52:41.527+00,,-264.2337,real
abc0024034,2024-02-09 00:28:51.742+00,,-51449.3846,real
abc0023965,2023-04-18 06:24:44.314+00,,-1981.98,real
abc0022849,2024-03-05 23:18:32.62+00,,-1183.2653,real
abc0024022,2023-04-03 00:11:00.773+00,,0.0,real
abc0024271,2023-04-03 00:11:08.555+00,,0.0,test
abc0024274,2023-05-18 06:30:34.616+00,,1612.8122,test
abc0024274,2024-02-27 04:04:38.143+00,,2149.8958,real
abc0023726,2023-05-19 02:27:16.83+00,,-867.9738,test
abc0023815,2023-04-07 09:30:11.008+00,,-54.96300000000001,test
abc0024279,2023-04-04 00:11:11.663+00,,0.0,test
abc0024287,2023-04-04 00:11:11.906+00,,0.0,test
abc0024029,2023-04-04 15:23:16.498+00,,0.0,real
abc0024313,2023-04-05 00:10:55.393+00,,0.0,test
abc0017827,2023-04-05 07:14:14.607+00,,5.952,test
abc0023529,2024-01-26 23:58:00.192+00,,0.0,real
abc0011407,2023-04-06 08:34:46.502+00,,51.5542,test
abc0024324,2023-04-06 00:11:01.386+00,,0.0,test
abc0024327,2023-04-06 00:11:01.565+00,,0.0,test
abc0024334,2023-04-06 00:11:01.97+00,,0.0,test
abc0024341,2023-04-06 00:11:02.212+00,,0.0,test
abc0011407,2024-03-23 08:14:25.132+00,,-618559.0366999999,real
abc0024283,2023-08-14 00:28:21.434+00,,-25287.078100000002,real
abc0024027,2023-11-30 00:15:50.761+00,,-64.5579,real
abc0022376,2023-12-28 10:07:55.173+00,,12.919999999999959,test
abc0003314,2023-04-07 00:01:32.67+00,,0.0,real
abc0012640,2023-04-07 00:06:11.571+00,,0.0,real
abc0022750,2023-04-07 00:10:18.197+00,,0.0,real
abc0024326,2023-04-07 00:10:58.177+00,,0.0,test
abc0024335,2023-04-07 00:10:58.454+00,,0.0,test
abc0022345,2024-02-12 17:48:17.899+00,,43.26,real
abc0024265,2023-04-08 00:11:02.208+00,,0.0,test
abc0024372,2023-04-08 00:11:06.428+00,,0.0,test
abc0024375,2023-04-08 00:11:06.568+00,,0.0,test
abc0024377,2023-04-08 00:11:06.647+00,,0.0,test
abc0021671,2023-04-08 03:12:15.978+00,,0.0,real
abc0024388,2023-04-08 10:07:22.204+00,,5.346,test
abc0022386,2023-04-08 23:08:45.969+00,,0.0,real
abc0022356,2024-01-08 14:18:50.34+00,,2.6399999999999997,real
abc0022371,2023-11-14 00:56:37.431+00,,3144.96,test
abc0022352,2024-03-03 14:02:26.585+00,,14.070000000000007,real
abc0024229,2024-03-21 01:43:18.409+00,,-3151959.252,real
abc0019591,2023-04-24 11:13:42.35+00,,-1.0299999999999998,real
abc0019885,2024-03-22 15:04:05.427+00,,-443054.7849,real
abc0022353,2023-07-07 05:08:54.494+00,,0.1,real
abc0024427,2023-04-11 00:10:47.719+00,,0.0,test
abc0023737,2023-08-24 07:45:50.176+00,,-70829.6312,real
abc0024433,2023-11-07 10:12:24.782+00,,94.88,test
abc0024440,2023-04-11 09:17:19.918+00,,4.75,test
abc0019885,2023-04-13 14:37:44.02+00,,1523.6199,test
abc0020321,2023-07-13 00:11:03.442+00,,-367956.6382,real
abc0018897,2023-04-11 09:56:07.075+00,,0.0,real
abc0024286,2023-08-08 00:13:41.92+00,,-200.41299999999995,real
abc0022373,2023-05-01 10:37:28.236+00,,0.010000000000001563,real
abc0023969,2023-04-12 00:10:54.064+00,,0.0,test
abc0024175,2023-04-12 00:10:59.935+00,,0.0,test
abc0024448,2023-04-12 00:11:08.34+00,,0.0,test
abc0024451,2023-04-12 00:11:08.437+00,,0.0,test
abc0024457,2023-04-12 00:11:08.612+00,,0.0,test
abc0023440,2023-04-13 00:11:03.066+00,,0.0,test
abc0024471,2023-04-13 00:11:30.791+00,,0.0,test
abc0021690,2023-04-14 00:10:09.743+00,,0.0,test
abc0024489,2023-04-14 00:11:27.434+00,,0.0,test
abc0024501,2023-04-14 00:11:27.792+00,,0.0,test
abc0024178,2023-08-24 07:45:46.145+00,,-6331.779500000001,real
abc0018820,2023-04-24 10:10:58.605+00,,105.60370000000002,test
abc0022367,2023-05-05 07:45:56.378+00,,0.0,test
abc0022368,2023-07-07 05:11:33.685+00,,0.09,real
abc0024527,2023-04-14 21:14:39.131+00,,863.4285,test
abc0024514,2023-04-15 00:11:22.607+00,,0.0,test
abc0024520,2023-04-15 00:11:22.806+00,,0.0,test
abc0024531,2023-04-16 00:11:16.914+00,,0.0,test
abc0024466,2023-04-20 00:18:20.579+00,,-50.336000000000006,real
abc0024546,2023-04-17 00:11:24.367+00,,0.0,test
abc0024547,2023-04-17 00:11:24.405+00,,0.0,test
abc0024548,2023-04-17 00:11:24.44+00,,0.0,test
abc0024560,2023-04-17 00:11:24.747+00,,0.0,test
abc0016163,2024-02-03 00:11:23.409+00,,-3241.8687999999997,real
abc0024563,2023-04-18 04:24:27.376+00,,97.97999999999999,test
abc0024561,2023-04-18 00:11:28.047+00,,0.0,test
abc0024577,2023-04-18 17:34:58.928+00,,468.3789,test
abc0017827,2023-04-18 07:28:58.105+00,,0.0,real
abc0024032,2023-11-29 05:18:08.577+00,,-1292.6654,real
abc0020475,2023-04-19 00:10:15.044+00,,0.0,real
abc0022415,2023-09-22 06:20:16.457+00,,7.9,test
abc0024053,2024-01-26 07:54:18.943+00,,-8.1,test
abc0024591,2023-04-19 00:12:09.734+00,,0.0,test
abc0024600,2023-04-19 00:12:10.028+00,,0.0,test
abc0024609,2024-02-27 10:50:33.473+00,,999431.9149999999,test
abc0024612,2023-04-20 00:11:36.966+00,,0.0,test
abc0024205,2024-03-07 00:17:27.755+00,,-321749.1825,real
abc0020475,2023-07-25 00:11:25.031+00,,722.2305,test
abc0021392,2023-05-24 13:54:59.926+00,,0.08579999999999988,test
abc0006628,2023-04-22 00:03:19.354+00,,0.0,test
abc0024504,2023-04-22 00:11:39.743+00,,0.0,test
abc0024659,2023-04-23 15:14:55.434+00,,-0.06260000000000021,test
abc0023607,2024-03-23 02:40:48.791+00,,2246.51,real
abc0024665,2023-04-23 00:11:37.461+00,,0.0,test
abc0024669,2023-04-23 00:11:37.6+00,,0.0,test
abc0024566,2023-04-24 00:11:46.487+00,,0.0,test
abc0024596,2023-04-24 08:37:41.369+00,,0.0,real
abc0024349,2023-04-25 00:11:34.558+00,,0.0,test
abc0024690,2023-04-25 00:11:44.575+00,,0.0,test
abc0024703,2023-04-25 00:11:44.969+00,,0.0,test
abc0024694,2023-11-08 00:15:33.995+00,,3.4727999999999994,test
abc0022726,2023-04-26 00:10:46.639+00,,0.0,real
abc0023471,2023-04-26 00:11:08.899+00,,0.0,test
abc0024706,2023-04-26 00:11:42.592+00,,0.0,test
abc0024714,2023-04-26 00:11:42.833+00,,0.0,test
abc0022854,2023-04-28 02:54:50.211+00,,-2.67,real
abc0023971,2023-05-16 04:29:34.92+00,,8.928,test
abc0024734,2023-04-27 00:11:36.125+00,,0.0,test
abc0024746,2023-04-27 00:11:36.452+00,,0.0,test
abc0024588,2024-02-07 04:27:23.603+00,,11332.921900000001,test
abc0020036,2023-04-27 13:01:20.657+00,,0.0,real
abc0024175,2023-09-04 17:51:17.005+00,,-3993.512499999999,real
abc0021888,2023-04-28 00:10:26.303+00,,0.0,real
abc0024764,2023-12-06 16:38:11.958+00,,-58470.119999999995,real
abc0024609,2023-04-28 08:02:26.926+00,,0.0,real
abc0002098,2023-04-29 00:01:02.285+00,,0.0,test
abc0024776,2023-04-29 00:11:52.13+00,,0.0,test
abc0019919,2023-04-30 00:09:42.276+00,,0.0,test
abc0024803,2023-05-01 00:12:08.362+00,,0.0,test
abc0014753,2023-05-02 00:07:46.927+00,,0.0,real
abc0024419,2023-05-02 00:11:49.972+00,,0.0,test
abc0024569,2023-09-06 16:41:01.986+00,,-29940.510000000002,real
abc0021103,2024-01-31 16:33:14.318+00,,5.4054,real
abc0021103,2024-02-25 17:37:52.81+00,,7.5636,test
abc0022726,2023-06-09 07:41:25.354+00,,-84.69,test
abc0005193,2023-09-12 00:03:12.979+00,,0.0,real
abc0024691,2023-07-28 23:23:25.755+00,,801.7854,test
abc0024842,2023-05-04 00:12:08.204+00,,0.0,real
abc0024851,2023-05-04 00:12:08.476+00,,0.0,test
abc0024852,2023-05-04 00:12:08.517+00,,0.0,test
abc0024860,2023-05-04 00:12:08.739+00,,0.0,test
abc0024149,2024-03-23 00:19:23.337+00,,-3309796.5525,real
abc0019993,2023-05-05 08:59:23.492+00,,0.0,real
abc0024903,2023-05-06 00:11:59.018+00,,0.0,test
abc0022350,2023-07-07 05:10:04.348+00,,0.06,real
abc0019351,2024-01-29 20:55:55.328+00,,-54373.31,real
abc0024936,2023-05-25 14:26:13.215+00,,248.5098,test
abc0024861,2023-05-09 00:12:15.271+00,,0.0,test
abc0024925,2023-05-09 00:12:17.018+00,,0.0,test
abc0024945,2023-12-27 06:47:48.218+00,,-4.51,test
abc0024833,2023-05-10 00:11:47.331+00,,0.0,test
abc0024842,2023-05-15 00:12:00.574+00,,-0.7172999999999817,test
abc0024944,2023-05-10 00:11:50.418+00,,0.0,test
abc0024962,2023-05-10 00:11:50.901+00,,0.0,test
abc0024882,2023-05-13 00:11:48.586+00,,-16824.6485,real
abc0024968,2023-05-10 07:37:18.691+00,,371.9826,test
abc0024885,2023-05-26 00:12:31.735+00,,-39928.8037,real
abc0024883,2023-05-26 00:12:31.663+00,,-30350.0443,real
abc0007241,2023-05-10 15:25:35.581+00,,0.0,real
abc0023999,2023-05-11 13:42:45.403+00,,8.1378,test
abc0024694,2023-05-11 00:11:42.374+00,,0.0,real
abc0024969,2023-05-11 00:11:50.045+00,,0.0,test
abc0024981,2023-05-11 00:11:50.359+00,,0.0,test
abc0024926,2024-03-13 00:18:48.914+00,,191.10749999999985,test
abc0024986,2023-05-13 00:11:51.348+00,,0.0,real
abc0024886,2023-05-26 00:12:31.771+00,,-46710.3334,real
abc0022910,2023-05-11 18:55:03.371+00,,0.0,real
abc0024800,2023-05-12 00:11:48.748+00,,0.0,test
abc0024988,2023-05-12 00:11:53.914+00,,0.0,test
abc0024884,2023-05-26 00:12:31.701+00,,-71357.9973,real
abc0024388,2023-05-12 02:18:37.3+00,,0.0,real
abc0024945,2023-05-12 08:03:34.149+00,,0.0,real
abc0025016,2023-05-13 00:11:52.219+00,,0.0,test
abc0025045,2023-05-15 00:12:06.752+00,,0.0,test
abc0024985,2023-05-19 00:19:13.308+00,,-1314587.8752,real
abc0023581,2024-03-22 09:47:11.002+00,,3329.96,real
abc0024887,2023-05-26 00:12:31.805+00,,-46597.35259999999,real
abc0024444,2023-05-16 00:11:39.495+00,,0.0,real
abc0017458,2024-03-23 06:13:50.283+00,,-503366.5907,real
abc0024306,2024-03-08 00:17:49.757+00,,-1012745.3624,real
abc0023307,2023-05-17 00:11:14.236+00,,0.0,test
abc0024643,2023-05-25 02:34:40.195+00,,21.0338,test
abc0024023,2023-05-18 00:11:36.845+00,,0.0,real
abc0025081,2023-05-29 09:13:44.16+00,,18.9486,test
abc0014190,2023-05-18 01:33:35.046+00,,0.0,real
abc0024146,2023-05-18 02:02:28.072+00,,0.0,real
abc0024299,2023-06-26 10:12:45.671+00,,861.2092,test
abc0024298,2023-10-18 06:28:06.24+00,,771.15,test
abc0024300,2023-10-25 03:58:34.702+00,,647.7266000000001,test
abc0002743,2023-05-18 22:33:22.38+00,,193.0928,real
abc0025127,2023-05-19 00:12:12.932+00,,0.0,test
abc0025152,2023-05-20 00:12:27.526+00,,0.0,test
abc0020617,2024-03-22 04:49:15.571+00,,-382373.3407,real
abc0024776,2023-07-03 11:06:43.319+00,,44.490100000000005,real
abc0023971,2023-05-22 07:10:40.841+00,,0.0,real
abc0024926,2024-03-20 13:52:00.153+00,,-3991.0883000000003,real
abc0023560,2024-03-22 10:56:01.935+00,,78.25999999999999,real
abc0025050,2023-05-23 15:05:45.308+00,,0.0,real
abc0023322,2023-05-24 00:11:24+00,,0.0,test
abc0024348,2023-06-06 04:48:27.964+00,,29.848499999999998,real
abc0024300,2023-05-27 00:03:07.951+00,,-13.1091,real
abc0024298,2023-12-19 00:15:58.662+00,,-4545.4308,real
abc0024299,2023-07-13 09:04:28.736+00,,-16.464299999999998,real
abc0017168,2023-05-25 00:08:31.821+00,,0.0,test
abc0021392,2023-11-15 08:46:44.121+00,,-108.50440000000002,real
abc0025249,2023-05-26 15:00:26.328+00,,79.497,test
abc0024039,2023-05-26 00:12:05.63+00,,0.0,test
abc0024039,2023-06-05 02:01:52.704+00,,1.98,real
abc0024024,2024-01-01 00:16:32.236+00,,70.2336,real
abc0025059,2023-06-26 07:41:33.752+00,,163.8111,real
abc0024915,2023-09-23 21:48:49.004+00,,8505.6642,test
abc0025296,2023-05-27 00:12:37.914+00,,0.0,test
abc0024920,2023-05-28 00:12:25.79+00,,-14.85,real
abc0022359,2023-05-27 09:06:08.147+00,,0.0,real
abc0025330,2023-07-26 15:36:14.237+00,,2121.3677,test
abc0025285,2023-05-28 09:29:20.758+00,,2.1978,test
abc0018594,2023-05-29 00:09:27.678+00,,0.0,test
abc0025344,2024-03-12 06:12:54.013+00,,-103240.76000000001,real
abc0022347,2024-03-20 18:52:20.825+00,,2.25,real
abc0024643,2023-08-25 02:49:35.666+00,,-4679.1425,real
abc0025308,2023-07-04 00:13:32.986+00,,3.3900000000000006,test
abc0025359,2023-07-01 00:13:24.813+00,,-9.4668,test
abc0022139,2024-02-20 18:36:12.704+00,,-240.49,real
abc0025406,2023-06-02 20:59:53.589+00,,3.2571,test
abc0022263,2023-06-04 16:26:50.157+00,,17.82,real
abc0025431,2023-06-05 00:12:55.5+00,,0.0,test
abc0025440,2023-06-05 00:12:55.797+00,,0.0,test
abc0025375,2023-06-05 09:35:31.779+00,,0.0,real
abc0025455,2023-06-05 09:36:17.64+00,,0.0,real
abc0025449,2023-06-05 09:56:45.075+00,,0.0,real
abc0025451,2023-06-05 13:55:04.312+00,,0.0,real
abc0025377,2023-06-06 01:14:31.141+00,,0.0,real
abc0025307,2023-12-14 03:41:50.038+00,,-148071.21000000002,real
abc0025307,2023-06-06 01:54:56.113+00,,-0.20999999999999996,test
abc0025465,2023-06-06 01:54:16.387+00,,0.0,real
abc0025450,2023-06-06 07:42:12.988+00,,0.0,real
abc0025508,2023-10-09 23:08:51.269+00,,38.37,real
abc0024753,2024-03-21 15:46:02.949+00,,669.0865,test
abc0025439,2024-03-22 12:56:19.85+00,,304.7514000000002,test
abc0025477,2023-06-08 17:35:47.885+00,,27.036900000000003,test
abc0025561,2023-06-08 03:49:52.318+00,,-0.13560000000000016,test
abc0025562,2023-06-08 15:41:50.563+00,,8.5707,test
abc0025476,2023-06-09 07:06:04.296+00,,216.1282,test
abc0025574,2023-06-08 03:29:45.866+00,,836.5896,test
abc0025576,2023-06-08 02:42:32.591+00,,11.0187,test
abc0025308,2023-12-14 03:40:40.433+00,,-546744.5,real
abc0012836,2023-09-15 00:08:03.766+00,,-69437.4012,real
abc0025594,2023-06-10 00:12:48.619+00,,0.0,test
abc0025437,2023-08-12 14:34:58.458+00,,441.0191,test
abc0025620,2023-06-11 14:05:16.537+00,,601.6792,test
abc0025466,2023-07-13 00:21:55.983+00,,-1485.0,real
abc0023603,2024-03-22 09:47:52.675+00,,5.0,real
abc0025608,2024-03-05 00:18:36.058+00,,-449366.1694,real
abc0025651,2024-02-21 00:28:51.756+00,,-57481.78,real
abc0018205,2023-06-13 00:09:14.563+00,,0.0,real
abc0025658,2023-06-13 00:12:47.286+00,,0.0,test
abc0025666,2023-06-13 08:16:30.386+00,,2.9502,test
abc0025655,2024-02-22 00:17:59.097+00,,-19752.3358,real
abc0003351,2023-06-14 00:01:54.357+00,,0.0,test
abc0025155,2023-06-14 00:12:39.18+00,,0.0,test
abc0025646,2023-06-14 00:12:51.941+00,,0.0,test
abc0022936,2023-06-14 22:41:19.93+00,,0.0,real
abc0025605,2023-07-03 12:48:54.009+00,,396.6434,test
abc0020615,2023-06-16 00:10:56.594+00,,0.0,real
abc0025605,2023-06-16 00:13:18.197+00,,0.0,real
abc0025697,2023-06-16 00:13:21.068+00,,0.0,real
abc0018069,2023-06-16 05:47:17.99+00,,0.0,real
abc0025717,2023-06-17 00:13:13.914+00,,0.0,test
abc0025720,2023-10-13 23:07:26.809+00,,111.2661,real
abc0024787,2023-06-19 00:12:34.125+00,,0.0,test
abc0025736,2023-06-19 00:13:00.783+00,,0.0,test
abc0025742,2023-06-19 00:13:00.973+00,,0.0,test
abc0025352,2023-06-21 11:57:51.403+00,,2106.0072,test
abc0023307,2023-06-19 14:33:26.771+00,,0.0,real
abc0025763,2023-06-20 00:13:14.194+00,,0.0,test
abc0025764,2023-06-21 00:13:30.128+00,,0.0,test
abc0025779,2023-06-21 00:13:30.61+00,,0.0,test
abc0022223,2023-06-21 03:05:50.694+00,,0.0,real
abc0025752,2023-06-26 03:25:01.535+00,,-17.0118,real
abc0020883,2023-06-21 22:13:05.196+00,,0.0,real
abc0025804,2023-06-23 05:30:53.293+00,,-43158.39,real
abc0025610,2023-09-15 00:14:52.139+00,,1.984,real
abc0025484,2023-06-22 16:20:15.695+00,,5.8008,real
abc0025813,2023-06-23 00:13:32.598+00,,0.0,test
abc0025752,2023-08-25 07:19:11.449+00,,702.3555,test
abc0022614,2023-06-23 12:21:23.991+00,,0.0,real
abc0025832,2023-06-23 17:04:39.835+00,,689.5518000000001,test
abc0024931,2023-07-14 11:55:10.086+00,,4.95,test
abc0025799,2023-06-24 00:13:28.163+00,,0.0,real
abc0025881,2023-06-27 00:13:45.799+00,,0.0,test
abc0025905,2023-06-29 12:09:45.113+00,,23.482799999999997,test
abc0024691,2024-03-23 07:07:12.85+00,,-6130676.059300001,real
abc0025713,2023-06-28 00:13:23.176+00,,0.0,real
abc0018732,2023-06-28 01:26:22.378+00,,0.0,real
abc0024336,2023-08-08 00:13:43.777+00,,-10149.651,real
abc0025769,2023-06-29 00:13:21.001+00,,0.0,test
abc0025920,2023-06-29 00:13:25.627+00,,0.0,test
abc0025928,2023-06-29 00:13:25.894+00,,0.0,test
abc0025395,2023-08-31 08:49:40.265+00,,-3395.4844000000003,test
abc0020427,2023-07-05 06:52:21.815+00,,119.1952,test
abc0025936,2023-06-30 00:13:16.179+00,,0.0,test
abc0024336,2023-07-03 09:54:36.987+00,,16.9983,test
abc0025611,2024-03-08 05:56:27.412+00,,-587.0999999999999,real
abc0025784,2023-07-03 07:49:15.79+00,,0.0,real
abc0025155,2024-03-23 08:39:45.883+00,,-13636322.0836,real
abc0019989,2023-07-04 00:10:52.519+00,,0.0,test
abc0025899,2024-01-17 16:47:33.564+00,,-363.05000000000007,test
abc0023556,2024-03-16 18:54:14.833+00,,0.0,real
abc0015038,2023-07-05 00:08:46.929+00,,0.0,test
abc0020427,2023-11-03 14:13:30.573+00,,0.1089,real
abc0025720,2023-07-14 10:42:40.017+00,,71.81460000000001,test
abc0025747,2023-07-07 00:13:25.888+00,,0.06929999999999317,test
abc0022345,2023-10-05 00:34:15.158+00,,359.94,test
abc0025907,2023-07-11 06:15:12.96+00,,182.1501,test
abc0026060,2023-07-08 00:13:44.161+00,,0.0,test
abc0026079,2023-07-11 10:00:14.024+00,,7.92,test
abc0006293,2023-07-11 08:06:51.673+00,,16.129900000000003,real
abc0026115,2023-07-12 01:39:49.994+00,,15.84,test
abc0024777,2024-03-09 00:18:12.426+00,,-190363.2655,real
abc0025007,2024-03-13 00:18:52.525+00,,-978851.6015999999,real
abc0025737,2023-07-12 00:13:39.08+00,,0.0,test
abc0025808,2023-07-12 00:13:41.329+00,,0.0,test
abc0025363,2023-07-12 08:28:11.385+00,,0.0,real
abc0025941,2024-03-06 15:45:31.594+00,,-155267.73,real
abc0026126,2023-07-13 00:46:45.348+00,,0.0,real
abc0018069,2024-03-22 11:09:49.937+00,,1667.0752,test
abc0026150,2023-12-20 04:15:55.553+00,,3471.0299,test
abc0023599,2024-03-05 10:59:50.332+00,,414.65,real
abc0025987,2023-11-16 03:43:04.548+00,,-153.58060000000006,test
abc0025987,2023-07-14 10:07:49.199+00,,0.0,real
abc0023572,2023-07-15 14:56:24.36+00,,315.96,real
abc0023300,2023-07-16 14:41:48.337+00,,0.0,real
abc0026192,2023-07-17 00:14:10.076+00,,0.0,test
abc0026198,2023-07-17 00:14:10.313+00,,0.0,test
abc0025310,2024-03-23 00:20:20.908+00,,-2158301.6914,real
abc0025907,2024-03-09 19:49:26.151+00,,-7190.6369,real
